timestamp,user_id,session_id,platform,obfuscated_embedding
2025-12-06T13:55:07.010773,default_user,default_session,web,"[-0.09593216334328206, -0.058553425062583764, 0.027672678393082295, 3.861101729444455e-05, -0.007444073491327752, -0.11852827599591338, 0.030487036615139296, -0.08529196497017749, -0.01118679924076826, 0.04930177988231195, -0.04305351433266506, -0.043375463210024376, -0.017124846592369007, -0.08952043978543542, -0.04460517667803522, -0.09001506719064588, 0.01178085919078814, -0.08402152945721805, 0.040206355904196606, -0.04832942126845668, -0.002553947476258117, 0.003184998825597321, 0.02088737252395184, -0.08608921279137183, 0.014384455679571605, -0.048336618859576255, -0.0820313746130868, -0.11241861652990652, -0.11824085147352417, -0.06150262435512799, -0.0016874058956332441, 0.02628949874348492, -0.013155050542365841, -0.0956534956922673, -0.10745427103689444, -0.018396688089001877, 0.023254728126733924, 0.01484092330733719, -0.07207622446642584, 0.007211544080788335, -0.04439778000161691, -0.12225221579125119, -0.07307064202238082, -0.022133005639793972, -0.0949537554916016, 0.04875678386986923, -0.1247284943371367, -0.09791617787081466, -0.018936928504849557, -0.07328628921339861, -0.08109938491544014, -0.038463826381510614, -0.05953687218292819, -0.087145576785674, -0.037003885730931864, -0.09832512312620151, 0.003626891256378932, -0.06730486069596871, -0.04602659751298017, 0.02782554935297915, -0.09442431096533505, -0.001916609348808218, -0.08245144150619187, -0.026961829728025563, -0.03462869575429672, 0.048794302466719036, 0.023179450508321334, -0.07119492216483453, -0.10498381801968366, 0.028066879644534623, -0.007450767943622538, -0.043949353831884155, 0.011915334001041271, -0.0021929568168317995, -0.03060732233799838, -0.09889926311977396, -0.12499524127730692, -0.11637718440233609, -0.05506054761198177, 0.023255708965746323, 0.014152171284700768, -0.06674219653258731, 0.017515447677585387, -0.028433203578203593, 0.007836649986363589, -0.08975923859955584, -0.06862646651682, 0.036608418789839045, -0.11274384062562845, 0.04816190223540419, 0.0206905931038562, -0.05880579028734069, -0.06705320308023338, -0.012172191197080268, 0.01251383258422284, -0.008485829825894319, -0.12010907958585464, 0.009864878553369573, -0.05927646578475253, -0.08356685688740219, -0.1070410056213755, -0.11402013514078342, -0.0003472242340198106, -0.06886782701139404, 0.03913864936379689, 0.05001501403687783, -0.06054105045387094, 0.009715444484307133, 0.027725065134886998, -0.08792912586082252, -0.05645837320139394, -0.0174670332232495, -0.09476611553777572, -0.0026604035963425227, 0.044208230758386716, -0.06777671716710677, 0.03204223464669857, -0.06742920265578795, -0.09739182759006465, 0.03577822506192757, -0.026170486501891306, 0.030104744120007132, -0.018511528964956506, -0.030890665674732126, -0.02529436973880614, -0.0436039933533824, -0.11189569412950207, 0.02837136892690925, -0.011963079796501255, -0.11880944293609544, -0.11484219093530323, -0.020519202114012175, -0.020034117032100892, -0.06092785663653699, -0.021811145079753447, 0.03362456450746221, -0.050592053642302376, -0.11685276426818988, -0.011302237903685768, 0.030642333738121003, 0.0481512556846507, -0.013985872341293986, -0.057118154063353535, -0.10502479249977667, -0.056036065031789664, 0.03487264766797343, 0.01288391758946799, -0.12337528135898695, 0.040135225464662555, 0.013707347882801701, -0.05815950354386201, 0.02768231580969155, -0.027557319954451747, -0.1234097892904284, 0.004095921762767289, -0.03865622576617472, -0.10766577275084574, -0.04402194124256925, 0.005299055408479074, -0.0728179902761221, -0.031062425002048838, 0.04640098768505661, -0.05802453323894888, 0.013923927116694872, -0.0889728682322403, 0.0321524657371437, -0.00014605533690430217, 0.04512988373283493, 0.026914852163213154, -0.007389030145334742, 0.020879267281862443, -0.07761202564103992, 0.006399625299835843, -0.024777100740646367, -0.00035538393163393744, -0.08486340258078592, -0.09069326378983492, -0.02122661826644631, 0.005195782494230389, -0.11653287495910067, 0.02928287479784447, -0.11741813121858632, -0.08224613531025834, -0.05454818108950656, -0.00012677773206359183, -0.04300072014340738, 0.012480226554356037, -0.05640671224869519, -0.01463905917714314, -0.10665868872763948, -0.09016254093410575, 0.01760788970609889, 0.012291733269951213, -0.07357566604971591, -0.07582241315959685, -0.010735200773602335, -0.10253708695667242, 0.04437893948279424, -0.01262262075457848, -0.09967435094371022, 0.04661127153913053, 0.04661546579749261, -0.03127316253670621, -0.013473604535574571, 0.005355087511923921, -0.07320311254583231, -0.08329719732511123, 0.04535191258397914, -0.05126181246313466, -0.03541244585319833, -0.07586004828349345, -0.09185586750005616, -0.12341475849645943, -0.000626997853568706, -0.04190119238566113, 0.04779160393032282, -0.10834719845560711, -0.002938744295711594, -0.024747447998633113, -0.01625121829203977, -0.08975430858244662, -0.05650612610369274, -0.008864690946532115, 0.034148247176849944, -0.08280325493535068, -0.004290076345475846, -0.08276147631996252, -0.09820896144562055, 0.04516731944921118, 0.015602556885140346, -0.009104523134901989, -0.09265951474958362, -0.08951191967196573, -0.09843636351650911, 0.020029044931217183, -0.02490442678649734, -0.11572052539306184, -0.048303854618845184, -0.04797119902636962, -0.11792882506295574, -0.06393145236158959, -0.012594997141048243, -0.12236865370531383, 0.018961993270143675, -0.12511162520023, 0.021472698107867047, -0.11272836600765751, -0.11233394574169947, -0.08373817546184598, -0.042541650881900095, -0.017398070442381407, -0.00644848106832599, -0.07793148868600497, -0.02979312109373391, -0.08428219203830627, -0.07722532887584159, -0.0071031787573083635, -0.033435931352431815, 0.048523001126118764, -0.04646404973803461, -0.01573167441264675, -0.06619094589886955, 0.036688016971082385, 0.014556434516047732, 0.025494085328770164, -0.10909974660097344, -0.05403390014943321, -0.021551980054906862, -0.08590415861547718, -0.10538126620166588, -0.014089544772002183, 0.04666901685394359, 0.0016246812697533752, -0.06987949641976438, -0.03144633633506749, -0.08141957596951199, -0.08325745276840735, -0.12344336918411078, 0.036025615042964504, -0.004558410327939612, -0.018013125795547813, 0.03277590074869066, 0.015705854069122817, 0.04464451392370326, -0.06441211637968264, 0.036109563199807446, 0.015181192060371142, -0.033882872500399425, -0.006712429874399066, -0.12388521582505016, -0.02923304195964036, -0.0022117438745402618, -0.069961544655616, 0.020340578250460706, -0.055472462677182616, -0.02539376511055056, 0.041672695164261045, -0.05581891113644297, -0.08153287256557257, -0.012489795770982737, -0.025192552888833028, -0.0879655124917961, -0.030475504217090887, -0.0238647981249358, -0.10138769892989176, -0.09557834553024305, -0.07740177600139697, 0.013062090148878276, 0.004009223549209198, -0.04581084865409904, -0.10727323460779944, -0.0017424048164768335, -0.011438766211118244, 0.011099992440747164, -0.10117291832366561, -0.08993358377077153, -0.08050739520347582, -0.015082756491597786, 0.025328017773631528, 0.03441028384860442, 0.04085649050378144, -0.06373147148436734, 0.02852646739938179, -0.02474440072280061, -0.10452906609609047, 0.014557701522239272, 0.030980450651418176, -0.07521182557350961, -0.073027218294855, -0.01864444596283395, 0.04477779285234147, 0.021807031792047127, -0.060386813005096185, -0.10056917803484884, 0.01069050657565996, -0.0539766493612298, -0.12618841693004118, 0.022869552144391035, 0.01108318255698483, -0.04785986169493056, 0.04371365312511534, -0.05722170155175284, 0.006181836752955208, -0.08484802410178394, -0.01785985144020508, -0.0008281467148246596, -0.026925965627628598, -0.12576504906462285, -0.07058869648896288, -0.08449461686259387, 0.047834441562891794, 0.047955285697838176, -0.02038791563860192, 0.04649551149088735, -0.05019323881332818, 0.00834110061355061, -0.09974691974764616, -0.04117336435701583, -0.028111246541213834, -0.11501504167611762, -0.03840686627494737, 0.021058596751994625, 0.002576319318866642, -0.09763003273628758, -0.03866876062868007, -0.023817557256059874, 0.04162504666024082, -0.04195651688683313, -0.10189892408434614, 0.0015138339454094235, -0.1081397974447466, -0.06511377297595748, -0.05383463737409611, -0.022112790080681993, 0.03326007711767215, -0.09891072322824854, -0.10881316471865692, -0.02698543241012731, -0.07092655861714148, -0.12525438262617977, -0.06994868863914536, -0.07277045233647189, -0.0642109765238442, -0.015475840131708617]"
